"id","staticid","updatetime","totime","statesiteid","contribid","description","roadwaydesc","roadwaymilepost","roadwayoffset","roadwayheight","county","state","country","accessdirections","obstructions","landscape","statesystemid"
3014,3391,2013-03-06 19:51:18.102+00,,"CYML",4,"Charlevoix Airport",,0,0,0,,"QC","CAN",,,,
3015,3390,2013-03-06 19:51:18.103+00,,"CYMJ",4,"Moose Jaw, Sask.",,0,0,0,,"SK","CAN",,,,
3016,3389,2013-03-06 19:51:18.103+00,,"CYMH",4,"Mary's Harbour",,0,0,0,,"NL","CAN",,,,
3017,3388,2013-03-06 19:51:18.103+00,,"CYMD",4,"Mould Bay, N. W. T.",,0,0,0,,"NT","CAN",,,,
3018,3387,2013-03-06 19:51:18.104+00,,"CYMA",4,"Mayo Airport",,0,0,0,,"YT","CAN",,,,
3019,3386,2013-03-06 19:51:18.104+00,,"CYLW",4,"Kelowna Airport",,0,0,0,,"BC","CAN",,,,
3020,3385,2013-03-06 19:51:18.105+00,,"CYLU",4,"Kangiksualujjuaq A",,0,0,0,,"QC","CAN",,,,
3021,3384,2013-03-06 19:51:18.105+00,,"CYLT",4,"Alert Airport",,0,0,0,,"NU","CAN",,,,
3022,3383,2013-03-06 19:51:18.106+00,,"CYLL",4,"Lloydminister, Alta.",,0,0,0,,"AB","CAN",,,,
3023,3382,2013-03-06 19:51:18.106+00,,"CYLK",4,"Lutsel KE, N. W. T.",,0,0,0,,"NT","CAN",,,,
3024,3381,2013-03-06 19:51:18.107+00,,"CYLJ",4,"Meadow Lake, Sask.",,0,0,0,,"SK","CAN",,,,
3025,3380,2013-03-06 19:51:18.107+00,,"CYLD",4,"Chapleau, Ont.",,0,0,0,,"ON","CAN",,,,
3026,3379,2013-03-06 19:51:18.107+00,,"CYLC",4,"Kimmirut A Nwt (Lake Harbour)",,0,0,0,,"NU","CAN",,,,
3027,3378,2013-03-06 19:51:18.108+00,,"CYLA",4,"Aupaluk, Que.",,0,0,0,,"QC","CAN",,,,
3028,3377,2013-03-06 19:51:18.108+00,,"CYKZ",4,"Toronto Buttonville",,0,0,0,,"ON","CAN",,,,
3029,3376,2013-03-06 19:51:18.109+00,,"CYKY",4,"Kindersley, Sask.",,0,0,0,,"SK","CAN",,,,
3030,3375,2013-03-06 19:51:18.109+00,,"CYKQ",4,"Waskaganish Airport",,0,0,0,,"QC","CAN",,,,
3031,3374,2013-03-06 19:51:18.11+00,,"CYKO",4,"Akulivik Airport",,0,0,0,,"QC","CAN",,,,
3032,3373,2013-03-06 19:51:18.11+00,,"CYKL",4,"Schefferville, Que.",,0,0,0,,"QC","CAN",,,,
3033,3372,2013-03-06 19:51:18.111+00,,"CYKJ",4,"Key Lake",,0,0,0,,"SK","CAN",,,,
3034,3371,2013-03-06 19:51:18.111+00,,"CYKG",4,"Kangiqsujuaq SAWRS",,0,0,0,,"QC","CAN",,,,
3035,3370,2013-03-06 19:51:18.111+00,,"CYKF",4,"Waterloo Well",,0,0,0,,"ON","CAN",,,,
3036,3369,2013-03-06 19:51:18.112+00,,"CYKD",4,"Aklavik Airport",,0,0,0,,"NT","CAN",,,,
3037,3368,2013-03-06 19:51:18.112+00,,"CYKA",4,"Kamloops, B. C.",,0,0,0,,"BC","CAN",,,,
3038,3367,2013-03-06 19:51:18.113+00,,"CYJT",4,"Stephenville, Nfld.",,0,0,0,,"NL","CAN",,,,
3039,3366,2013-03-06 19:51:18.113+00,,"CYJF",4,"Fort Liard Airport",,0,0,0,,"NT","CAN",,,,
3040,3365,2013-03-06 19:51:18.114+00,,"CYIV",4,"Island Lake, Man.",,0,0,0,,"MB","CAN",,,,
3041,3364,2013-03-06 19:51:18.114+00,,"CYIO",4,"Pond Inlet, N. W. T.",,0,0,0,,"NU","CAN",,,,
3042,3363,2013-03-06 19:51:18.115+00,,"CYIK",4,"Ivujivik Airport SAWRS",,0,0,0,,"QC","CAN",,,,
3043,3362,2013-03-06 19:51:18.115+00,,"CYID",4,"Digby Airport AWRS",,0,0,0,,"NS","CAN",,,,
3044,3361,2013-03-06 19:51:18.116+00,,"CYHZ",4,"Halifax International Airport",,0,0,0,,"NS","CAN",,,,
3045,3360,2013-03-06 19:51:18.116+00,,"CYHY",4,"Hay River, N. W. T.",,0,0,0,,"NT","CAN",,,,
3046,3359,2013-03-06 19:51:18.116+00,,"CYHU",4,"Saint Hubert Airport",,0,0,0,,"QC","CAN",,,,
3047,3358,2013-03-06 19:51:18.117+00,,"CYHM",4,"Hamilton Airport",,0,0,0,,"ON","CAN",,,,
3048,3357,2013-03-06 19:51:18.117+00,,"CYHK",4,"Gjoa Haven Airport",,0,0,0,,"NU","CAN",,,,
3049,3356,2013-03-06 19:51:18.118+00,,"CYHI",4,"Holman Island Airport",,0,0,0,,"NT","CAN",,,,
3050,3355,2013-03-06 19:51:18.118+00,,"CYHH",4,"Nemiscau Airport SAWRS",,0,0,0,,"QC","CAN",,,,
3051,3354,2013-03-06 19:51:18.119+00,,"CYHE",4,"Hope, B. C.",,0,0,0,,"BC","CAN",,,,
3052,3353,2013-03-06 19:51:18.119+00,,"CYHD",4,"Dryden Airport",,0,0,0,,"ON","CAN",,,,
3053,3352,2013-03-06 19:51:18.12+00,,"CYHB",4,"Hudson Bay, Sask.",,0,0,0,,"SK","CAN",,,,
3054,3351,2013-03-06 19:51:18.12+00,,"CYHA",4,"Quaqtaq Airport",,0,0,0,,"QC","CAN",,,,
3055,3350,2013-03-06 19:51:18.12+00,,"CYGX",4,"Gillam, Man.",,0,0,0,,"MB","CAN",,,,
3056,3349,2013-03-06 19:51:18.121+00,,"CYGW",4,"Kuujjuarapik, Que.",,0,0,0,,"QC","CAN",,,,
3057,3348,2013-03-06 19:51:18.121+00,,"CYGV",4,"Havre St Pierre",,0,0,0,,"QC","CAN",,,,
3058,3347,2013-03-06 19:51:18.122+00,,"CYGT",4,"Igloolik Airport",,0,0,0,,"NU","CAN",,,,
3059,3346,2013-03-06 19:51:18.122+00,,"CYGR",4,"Iles De La Madeleineque.",,0,0,0,,"QC","CAN",,,,
3060,3345,2013-03-06 19:51:18.123+00,,"CYGQ",4,"Geraldton, Ont.",,0,0,0,,"ON","CAN",,,,
3061,3344,2013-03-06 19:51:18.123+00,,"CYGP",4,"Gaspe, Que.",,0,0,0,,"QC","CAN",,,,
3062,3343,2013-03-06 19:51:18.124+00,,"CYGM",4,"Gimli Industrial, Man",,0,0,0,,"MB","CAN",,,,
3063,3342,2013-03-06 19:51:18.124+00,,"CYGL",4,"La Grande Riviere, Que",,0,0,0,,"QC","CAN",,,,
3064,3341,2013-03-06 19:51:18.124+00,,"CYGK",4,"Kingston, Ont.",,0,0,0,,"ON","CAN",,,,
3065,3340,2013-03-06 19:51:18.125+00,,"CYGH",4,"Fort Good Hope Airport",,0,0,0,,"NT","CAN",,,,
3066,3339,2013-03-06 19:51:18.125+00,,"CYGE",4,"Golden Airport",,0,0,0,,"BC","CAN",,,,
3067,3338,2013-03-06 19:51:18.126+00,,"CYFT",4,"Makkovik Airport",,0,0,0,,"NL","CAN",,,,
3068,3337,2013-03-06 19:51:18.126+00,,"CYFS",4,"Fort Simpson, N. W. T.",,0,0,0,,"NT","CAN",,,,
5810,5846,2013-05-01 00:00:00+00,,,16,"Tuttle",,149,,,"4","ID","USA",,,,
3069,3336,2013-03-06 19:51:18.127+00,,"CYFR",4,"Fort Resolution",,0,0,0,,"NT","CAN",,,,
3070,3335,2013-03-06 19:51:18.127+00,,"CYFO",4,"Flin Flon Airport",,0,0,0,,"MB","CAN",,,,
3071,3334,2013-03-06 19:51:18.128+00,,"CYFC",4,"Fredericton, N. B.",,0,0,0,,"NB","CAN",,,,
3072,3333,2013-03-06 19:51:18.128+00,,"CYFB",4,"Iqaluit, N. W. T.",,0,0,0,,"NU","CAN",,,,
3073,3332,2013-03-06 19:51:18.129+00,,"CYEV",4,"Inuvik, N. W. T.",,0,0,0,,"NT","CAN",,,,
3074,3331,2013-03-06 19:51:18.129+00,,"CYEU",4,"Eureka Man",,0,0,0,,"NU","CAN",,,,
3075,3330,2013-03-06 19:51:18.129+00,,"CYET",4,"Edson, Alta.",,0,0,0,,"AB","CAN",,,,
3076,3329,2013-03-06 19:51:18.13+00,,"CYEN",4,"Estevan, Sask.",,0,0,0,,"SK","CAN",,,,
3077,3328,2013-03-06 19:51:18.13+00,,"CYEL",4,"Elliot Lake SAWRS",,0,0,0,,"ON","CAN",,,,
3078,3327,2013-03-06 19:51:18.131+00,,"CYEK",4,"Arviat Airport",,0,0,0,,"NU","CAN",,,,
3079,3326,2013-03-06 19:51:18.131+00,,"CYEG",4,"Edmonton International, Alta.",,0,0,0,,"AB","CAN",,,,
3080,3325,2013-03-06 19:51:18.132+00,,"CYED",4,"Edmonton Namao Alta.",,0,0,0,,"AB","CAN",,,,
3081,3324,2013-03-06 19:51:18.132+00,,"CYDQ",4,"Dawson Creek Airport",,0,0,0,,"BC","CAN",,,,
3082,3323,2013-03-06 19:51:18.133+00,,"CYDP",4,"Nain, Nfld",,0,0,0,,"NL","CAN",,,,
3083,3322,2013-03-06 19:51:18.133+00,,"CYDN",4,"Dauphin, Man.",,0,0,0,,"MB","CAN",,,,
3084,3321,2013-03-06 19:51:18.134+00,,"CYDM",4,"Ross River Airport",,0,0,0,,"NU","CAN",,,,
3085,3320,2013-03-06 19:51:18.134+00,,"CYDF",4,"Deer Lake, Nfld.",,0,0,0,,"NL","CAN",,,,
3086,3319,2013-03-06 19:51:18.134+00,,"CYDC",4,"Princeton Airport",,0,0,0,,"BC","CAN",,,,
3087,3318,2013-03-06 19:51:18.135+00,,"CYDB",4,"Burwash Airport",,0,0,0,,"YT","CAN",,,,
3088,3317,2013-03-06 19:51:18.135+00,,"CYDA",4,"Dawson, Y. T.",,0,0,0,,"YT","CAN",,,,
3089,3316,2013-03-06 19:51:18.136+00,,"CYCY",4,"Clyde, N. W. T.",,0,0,0,,"NU","CAN",,,,
3090,3315,2013-03-06 19:51:18.136+00,,"CYCX",4,"Gagetown Can-Mil",,0,0,0,,"NB","CAN",,,,
3091,3314,2013-03-06 19:51:18.137+00,,"CYCT",4,"Coronation MARS",,0,0,0,,"NU","CAN",,,,
3092,3313,2013-03-06 19:51:18.137+00,,"CYCS",4,"Chesterfield Inlet",,0,0,0,,"NU","CAN",,,,
3093,3312,2013-03-06 19:51:18.138+00,,"CYCQ",4,"Chetwynd Airport",,0,0,0,,"BC","CAN",,,,
3094,3311,2013-03-06 19:51:18.138+00,,"CYCP",4,"Blue River, B. C.",,0,0,0,,"BC","CAN",,,,
3095,3310,2013-03-06 19:51:18.139+00,,"CYCO",4,"Coppermine, N. W. T.",,0,0,0,,"NU","CAN",,,,
3096,3309,2013-03-06 19:51:18.139+00,,"CYCL",4,"Charlo, N. B.",,0,0,0,,"NB","CAN",,,,
3097,3308,2013-03-06 19:51:18.139+00,,"CYCH",4,"Chatham Can-Mil",,0,0,0,,"NB","CAN",,,,
3098,3307,2013-03-06 19:51:18.14+00,,"CYCG",4,"Castlegar Airport",,0,0,0,,"BC","CAN",,,,
3099,3306,2013-03-06 19:51:18.14+00,,"CYCD",4,"Nanaimo Airport",,0,0,0,,"BC","CAN",,,,
3100,3305,2013-03-06 19:51:18.141+00,,"CYCB",4,"Cambridge Bay, N. W. T.",,0,0,0,,"NU","CAN",,,,
3101,3304,2013-03-06 19:51:18.141+00,,"CYCA",4,"Cartwright Man",,0,0,0,,"NL","CAN",,,,
3102,3303,2013-03-06 19:51:18.142+00,,"CYBX",4,"Blanc Sablon, Que.",,0,0,0,,"QC","CAN",,,,
3103,3302,2013-03-06 19:51:18.142+00,,"CYBW",4,"Calgary / Springbank",,0,0,0,,"AB","CAN",,,,
3104,3301,2013-03-06 19:51:18.143+00,,"CYBV",4,"Berens River Airport",,0,0,0,,"MB","CAN",,,,
3105,3300,2013-03-06 19:51:18.143+00,,"CYBU",4,"Nipawin, Sask.",,0,0,0,,"SK","CAN",,,,
3106,3299,2013-03-06 19:51:18.144+00,,"CYBR",4,"Brandon, Man.",,0,0,0,,"MB","CAN",,,,
3107,3298,2013-03-06 19:51:18.144+00,,"CYBN",4,"Borden, Ont.",,0,0,0,,"ON","CAN",,,,
3108,3297,2013-03-06 19:51:18.144+00,,"CYBL",4,"Campbell River Airport",,0,0,0,,"BC","CAN",,,,
3109,3296,2013-03-06 19:51:18.145+00,,"CYBK",4,"Baker Lake, N. W. T.",,0,0,0,,"NU","CAN",,,,
3110,3295,2013-03-06 19:51:18.145+00,,"CYBG",4,"Bagotville, Que.",,0,0,0,,"QC","CAN",,,,
3111,3294,2013-03-06 19:51:18.146+00,,"CYBD",4,"Bella Coola Airport",,0,0,0,,"BC","CAN",,,,
3112,3293,2013-03-06 19:51:18.146+00,,"CYBC",4,"Baie Comeau, Que.",,0,0,0,,"QC","CAN",,,,
3113,3292,2013-03-06 19:51:18.147+00,,"CYBB",4,"Pelly Bay Airport",,0,0,0,,"NU","CAN",,,,
3114,3291,2013-03-06 19:51:18.147+00,,"CYAZ",4,"Tofino Airport",,0,0,0,,"BC","CAN",,,,
3115,3290,2013-03-06 19:51:18.148+00,,"CYAY",4,"Saint Anthony Airport",,0,0,0,,"NL","CAN",,,,
3116,3289,2013-03-06 19:51:18.148+00,,"CYAW",4,"Shearwater, N. S.",,0,0,0,,"NS","CAN",,,,
3117,3288,2013-03-06 19:51:18.148+00,,"CYAS",4,"Kangirsuk SAWRS",,0,0,0,,"QC","CAN",,,,
3118,3287,2013-03-06 19:51:18.149+00,,"CYAM",4,"Sault Ste Marie, Ont.",,0,0,0,,"ON","CAN",,,,
3119,3286,2013-03-06 19:51:18.149+00,,"CYAJ",4,"Komakuk Beach Airport",,0,0,0,,"NU","CAN",,,,
3120,3285,2013-03-06 19:51:18.15+00,,"CYAH",4,"La Grande Iv, Que.",,0,0,0,,"QC","CAN",,,,
3121,3284,2013-03-06 19:51:18.15+00,,"CYAD",4,"La Grande Iii SAWRS",,0,0,0,,"QC","CAN",,,,
3122,3283,2013-03-06 19:51:18.151+00,,"CXZU",4,"Whitecourt , Alta.",,0,0,0,,"AB","CAN",,,,
3123,3282,2013-03-06 19:51:18.151+00,,"CXXX",4,"Cluff Lake , Sask.",,0,0,0,,"SK","CAN",,,,
3124,3281,2013-03-06 19:51:18.152+00,,"CXWN",4,"Winnipeg The Forks, Man.",,0,0,0,,"MB","CAN",,,,
3125,3280,2013-03-06 19:51:18.152+00,,"CXTV",4,"Trail Valley , N. W. T.",,0,0,0,,"NT","CAN",,,,
3126,3279,2013-03-06 19:51:18.152+00,,"CXTP",4,"Terra Nova National Park CS, Nfld.",,0,0,0,,"NL","CAN",,,,
3127,3278,2013-03-06 19:51:18.153+00,,"CXTN",4,"Tuktut Nogait , N. W. T.",,0,0,0,,"NT","CAN",,,,
3128,3277,2013-03-06 19:51:18.153+00,,"CXSW",4,"St. John's West CDA CS, Nfld.",,0,0,0,,"NL","CAN",,,,
3129,3276,2013-03-06 19:51:18.154+00,,"CXSR",4,"Spirit River Auto Station, Alta",,0,0,0,,"AB","CAN",,,,
3130,3275,2013-03-06 19:51:18.154+00,,"CXSH",4,"Shawinigan CS , Que.",,0,0,0,,"QC","CAN",,,,
3131,3274,2013-03-06 19:51:18.155+00,,"CXRH",4,"Rocky Harbour CS, Nfld.",,0,0,0,,"NL","CAN",,,,
3132,3273,2013-03-06 19:51:18.155+00,,"CXQA",4,"Qavvik Lake, N. W. T.",,0,0,0,,"NT","CAN",,,,
3133,3272,2013-03-06 19:51:18.156+00,,"CXPV",4,"Prairie River, Alta",,0,0,0,,"AB","CAN",,,,
3134,3271,2013-03-06 19:51:18.156+00,,"CXOX",4,"La Ronge , Sask.",,0,0,0,,"SK","CAN",,,,
3135,3270,2013-03-06 19:51:18.157+00,,"CXNM",4,"North Mountain , N. S.",,0,0,0,,"NS","CAN",,,,
3136,3269,2013-03-06 19:51:18.157+00,,"CXMY",4,"Malay Falls , N. S.",,0,0,0,,"NS","CAN",,,,
3137,3268,2013-03-06 19:51:18.157+00,,"CXMM",4,"Fort McMurray CS, Alta.",,0,0,0,,"AB","CAN",,,,
3138,3267,2013-03-06 19:51:18.158+00,,"CXMI",4,"McNabs Island , N. S.",,0,0,0,,"NL","CAN",,,,
3139,3266,2013-03-06 19:51:18.158+00,,"CXMD",4,"Morden CDA CS , Man.",,0,0,0,,"MB","CAN",,,,
3140,3265,2013-03-06 19:51:18.159+00,,"CXLL",4,"Lindberg Landing , N. W. T.",,0,0,0,,"NT","CAN",,,,
3141,3264,2013-03-06 19:51:18.159+00,,"CXLC",4,"Lower Carp Lake , N. W. T.",,0,0,0,,"NT","CAN",,,,
3142,3263,2013-03-06 19:51:18.16+00,,"CXKT",4,"Kentville , N. S.",,0,0,0,,"NL","CAN",,,,
3143,3262,2013-03-06 19:51:18.16+00,,"CXHF",4,"High Falls , Que.",,0,0,0,,"QC","CAN",,,,
3144,3261,2013-03-06 19:51:18.16+00,,"CXGH",4,"Gimli Harbour CS, Man.",,0,0,0,,"MB","CAN",,,,
3145,3260,2013-03-06 19:51:18.161+00,,"CXEG",4,"Edmonton International CS , Alta.",,0,0,0,,"AB","CAN",,,,
3146,3259,2013-03-06 19:51:18.161+00,,"CXEC",4,"Edmonton Municipal CR10 , Alta.",,0,0,0,,"AB","CAN",,,,
3147,3258,2013-03-06 19:51:18.162+00,,"CXDW",4,"Deerwood RCS , Man.",,0,0,0,,"MB","CAN",,,,
3148,3257,2013-03-06 19:51:18.162+00,,"CXDI",4,"Delhi CS, Ont.",,0,0,0,,"ON","CAN",,,,
3149,3256,2013-03-06 19:51:18.163+00,,"CXDE",4,"Deline , N. W. T.",,0,0,0,,"NT","CAN",,,,
3150,3255,2013-03-06 19:51:18.163+00,,"CXCK",4,"Carmacks CS, Y. T.",,0,0,0,,"YT","CAN",,,,
3151,3254,2013-03-06 19:51:18.164+00,,"CXCH",4,"Cheticamp, N. S.",,0,0,0,,"NS","CAN",,,,
3152,3253,2013-03-06 19:51:18.164+00,,"CXBP",4,"Confederation Bridge, PEI",,0,0,0,,"PE","CAN",,,,
3153,3252,2013-03-06 19:51:18.164+00,,"CXBO",4,"Beauport CS, Que.",,0,0,0,,"QC","CAN",,,,
3154,3251,2013-03-06 19:51:18.165+00,,"CXBK",4,"Bratts Lake, Sask.",,0,0,0,,"SK","CAN",,,,
3155,3250,2013-03-06 19:51:18.165+00,,"CWZZ",4,"Saglek Bay",,0,0,0,,"NL","CAN",,,,
3156,3249,2013-03-06 19:51:18.166+00,,"CWZW",4,"Teslin MARS",,0,0,0,,"YT","CAN",,,,
3157,3248,2013-03-06 19:51:18.166+00,,"CWZV",4,"Virginia Falls",,0,0,0,,"NT","CAN",,,,
3158,3247,2013-03-06 19:51:18.167+00,,"CWZT",4,"Dauphin Coastal Station",,0,0,0,,"MB","CAN",,,,
3159,3246,2013-03-06 19:51:18.167+00,,"CWZS",4,"Amqui , Que.",,0,0,0,,"QC","CAN",,,,
3160,3245,2013-03-06 19:51:18.168+00,,"CWZQ",4,"Grand Etang, N. S.",,0,0,0,,"NS","CAN",,,,
3161,3244,2013-03-06 19:51:18.168+00,,"CWZO",4,"Kelp Reefs, B. C.",,0,0,0,,"BC","CAN",,,,
3162,3243,2013-03-06 19:51:18.168+00,,"CWZN",4,"Sagona Island MAPS",,0,0,0,,"NL","CAN",,,,
3163,3242,2013-03-06 19:51:18.169+00,,"CWZM",4,"Boat Bluff Light",,0,0,0,,"BC","CAN",,,,
3164,3241,2013-03-06 19:51:18.169+00,,"CWZL",4,"Cumshewa Island MAPS",,0,0,0,,"BC","CAN",,,,
3165,3240,2013-03-06 19:51:18.17+00,,"CWZG",4,"Banff MARS",,0,0,0,,"AB","CAN",,,,
3166,3239,2013-03-06 19:51:18.17+00,,"CWZD",4,"Scudder Point MAPS",,0,0,0,,"BC","CAN",,,,
3167,3238,2013-03-06 19:51:18.171+00,,"CWZB",4,"Port-Aux-Basques, Nfld.",,0,0,0,,"NL","CAN",,,,
3168,3237,2013-03-06 19:51:18.171+00,,"CWZA",4,"Agassiz ARS",,0,0,0,,"BC","CAN",,,,
3169,3236,2013-03-06 19:51:18.172+00,,"CWYY",4,"Osoyoos AWRS",,0,0,0,,"BC","CAN",,,,
3170,3235,2013-03-06 19:51:18.172+00,,"CWYO",4,"Wynyard, Sask.",,0,0,0,,"SK","CAN",,,,
3171,3234,2013-03-06 19:51:18.172+00,,"CWYM",4,"Cape Mercy",,0,0,0,,"NU","CAN",,,,
3172,3233,2013-03-06 19:51:18.173+00,,"CWYL",4,"Yoho Park AWRS",,0,0,0,,"AB","CAN",,,,
3173,3232,2013-03-06 19:51:18.173+00,,"CWYK",4,"Cape Kiglapait, Nfld.",,0,0,0,,"NL","CAN",,,,
3174,3231,2013-03-06 19:51:18.174+00,,"CWYJ",4,"Victoria University",,0,0,0,,"BC","CAN",,,,
3175,3230,2013-03-06 19:51:18.174+00,,"CWYH",4,"Rae Lakes",,0,0,0,,"NT","CAN",,,,
3176,3229,2013-03-06 19:51:18.175+00,,"CWYG",4,"Charlottetown",,0,0,0,,"NU","CAN",,,,
3177,3228,2013-03-06 19:51:18.175+00,,"CWYE",4,"Outlook Pfra",,0,0,0,,"SK","CAN",,,,
3178,3227,2013-03-06 19:51:18.175+00,,"CWYB",4,"N. Bay Weather Office",,0,0,0,,"ON","CAN",,,,
3179,3226,2013-03-06 19:51:18.176+00,,"CWXW",4,"Alexis River MAPS",,0,0,0,,"NU","CAN",,,,
3180,3225,2013-03-06 19:51:18.176+00,,"CWXV",4,"Back River MAPS",,0,0,0,,"NU","CAN",,,,
3181,3224,2013-03-06 19:51:18.177+00,,"CWXR",4,"Croker River, N. W. T.",,0,0,0,,"NU","CAN",,,,
3182,3223,2013-03-06 19:51:18.177+00,,"CWXP",4,"Pangnirtung",,0,0,0,,"NU","CAN",,,,
3183,3222,2013-03-06 19:51:18.178+00,,"CWXO",4,"Rowan Gorilla Iii",,0,0,0,,"NS","CAN",,,,
3184,3221,2013-03-06 19:51:18.178+00,,"CWXM",4,"Helmcken Island MAPS",,0,0,0,,"BC","CAN",,,,
3185,3220,2013-03-06 19:51:18.179+00,,"CWXL",4,"Bow Island",,0,0,0,,"AB","CAN",,,,
3186,3219,2013-03-06 19:51:18.179+00,,"CWXJ",4,"Bull Arm AWRS",,0,0,0,,"NU","CAN",,,,
3187,3218,2013-03-06 19:51:18.179+00,,"CWXI",4,"Ferolle Point MAPS",,0,0,0,,"NL","CAN",,,,
3188,3217,2013-03-06 19:51:18.18+00,,"CWXH",4,"Holberg, B. C.",,0,0,0,,"BC","CAN",,,,
3189,3216,2013-03-06 19:51:18.18+00,,"CWXC",4,"Onatchiway, Que.",,0,0,0,,"QC","CAN",,,,
3190,3215,2013-03-06 19:51:18.181+00,,"CWXA",4,"Bow Valley",,0,0,0,,"AB","CAN",,,,
3191,3214,2013-03-06 19:51:18.181+00,,"CWWZ",4,"Port Weller, Ont.",,0,0,0,,"ON","CAN",,,,
3192,3213,2013-03-06 19:51:18.182+00,,"CWWX",4,"Cove Island MAPS",,0,0,0,,"ON","CAN",,,,
3193,3212,2013-03-06 19:51:18.182+00,,"CWWV",4,"Killinek MAPS",,0,0,0,,"NL","CAN",,,,
3194,3211,2013-03-06 19:51:18.182+00,,"CWWU",4,"Ingenika Point",,0,0,0,,"BC","CAN",,,,
3195,3210,2013-03-06 19:51:18.183+00,,"CWWS",4,"George Island MAPS",,0,0,0,,"MB","CAN",,,,
3196,3209,2013-03-06 19:51:18.183+00,,"CWWQ",4,"Muncho Lake",,0,0,0,,"BC","CAN",,,,
3197,3208,2013-03-06 19:51:18.184+00,,"CWWP",4,"Wasagaming, Man.",,0,0,0,,"MB","CAN",,,,
3198,3207,2013-03-06 19:51:18.184+00,,"CWWO",4,"Willow Creek",,0,0,0,,"AB","CAN",,,,
3199,3206,2013-03-06 19:51:18.185+00,,"CWWN",4,"Peawanuck MAPS",,0,0,0,,"ON","CAN",,,,
3200,3205,2013-03-06 19:51:18.185+00,,"CWWM",4,"Grant AWRS",,0,0,0,,"NU","CAN",,,,
3201,3204,2013-03-06 19:51:18.186+00,,"CWWL",4,"Bonilla Island MAPS",,0,0,0,,"BC","CAN",,,,
3202,3203,2013-03-06 19:51:18.186+00,,"CWWK",4,"White Rock AWRS",,0,0,0,,"BC","CAN",,,,
3203,3202,2013-03-06 19:51:18.186+00,,"CWWF",4,"Weyburn AWRS",,0,0,0,,"SK","CAN",,,,
3204,3201,2013-03-06 19:51:18.187+00,,"CWWE",4,"Western Head, N. S.",,0,0,0,,"NS","CAN",,,,
3205,3200,2013-03-06 19:51:18.187+00,,"CWWC",4,"Collins Bay AWRS",,0,0,0,,"SK","CAN",,,,
3206,3199,2013-03-06 19:51:18.188+00,,"CWWB",4,"Burlington Piers",,0,0,0,,"ON","CAN",,,,
3207,3198,2013-03-06 19:51:18.188+00,,"CWWA",4,"W Vancouver AWRS",,0,0,0,,"BC","CAN",,,,
3208,3197,2013-03-06 19:51:18.189+00,,"CWVZ",4,"Ile Charron, Que.",,0,0,0,,"QC","CAN",,,,
3209,3196,2013-03-06 19:51:18.189+00,,"CWVY",4,"Villeroy Radar Site",,0,0,0,,"QC","CAN",,,,
3210,3195,2013-03-06 19:51:18.19+00,,"CWVV",4,"Vic. Hartland AWRS",,0,0,0,,"BC","CAN",,,,
3211,3194,2013-03-06 19:51:18.191+00,,"CWVU",4,"Brier Island, N. S.",,0,0,0,,"NS","CAN",,,,
3212,3193,2013-03-06 19:51:18.192+00,,"CWVT",4,"Buffalo Narrows, Sask.",,0,0,0,,"SK","CAN",,,,
3213,3192,2013-03-06 19:51:18.193+00,,"CWVQ",4,"Ste Anne De Bell 1",,0,0,0,,"QC","CAN",,,,
3214,3191,2013-03-06 19:51:18.194+00,,"CWVP",4,"Cypress Hills Park",,0,0,0,,"SK","CAN",,,,
3215,3190,2013-03-06 19:51:18.195+00,,"CWVO",4,"Vauxhall Cda",,0,0,0,,"AB","CAN",,,,
3216,3189,2013-03-06 19:51:18.196+00,,"CWVN",4,"Val Marie Southeast, Sask",,0,0,0,,"SK","CAN",,,,
3217,3188,2013-03-06 19:51:18.197+00,,"CWVK",4,"Vernon, B. C.",,0,0,0,,"BC","CAN",,,,
3218,3187,2013-03-06 19:51:18.198+00,,"CWVI",4,"Vegreville AWRS",,0,0,0,,"AB","CAN",,,,
3219,3186,2013-03-06 19:51:18.199+00,,"CWVH",4,"Storm Hills , N. W. T.",,0,0,0,,"YT","CAN",,,,
3220,3185,2013-03-06 19:51:18.2+00,,"CWVF",4,"Sand Heads CS, B. C.",,0,0,0,,"BC","CAN",,,,
3221,3184,2013-03-06 19:51:18.2+00,,"CWVE",4,"Valleyfield",,0,0,0,,"NU","CAN",,,,
3222,3183,2013-03-06 19:51:18.201+00,,"CWVD",4,"Broughton Island",,0,0,0,,"NU","CAN",,,,
3223,3182,2013-03-06 19:51:18.201+00,,"CWVC",4,"Swift Current AWRS",,0,0,0,,"SK","CAN",,,,
3224,3181,2013-03-06 19:51:18.202+00,,"CWVB",4,"Bonilla Island Light",,0,0,0,,"BC","CAN",,,,
3225,3180,2013-03-06 19:51:18.202+00,,"CWVA",4,"Bonavista, Nfld.",,0,0,0,,"NL","CAN",,,,
3226,3179,2013-03-06 19:51:18.203+00,,"CWUY",4,"Rouyn",,0,0,0,,"QC","CAN",,,,
3227,3178,2013-03-06 19:51:18.203+00,,"CWUX",4,"La Baie , Que.",,0,0,0,,"QC","CAN",,,,
3228,3177,2013-03-06 19:51:18.204+00,,"CWUW",4,"Dewar Lakes, N. W. T.",,0,0,0,,"NU","CAN",,,,
3229,3176,2013-03-06 19:51:18.204+00,,"CWUU",4,"Mackar Inlet",,0,0,0,,"NU","CAN",,,,
