,Air Temperature °F,Avg. Wind Direction °,Avg. Wind Speed mph,Dew Point °F,Freeze Point #3 °F,Freeze Point 1 °F,Freeze Point 2 °F,Freeze Point Approach °F,Freeze Point Bridge A °F,Freeze Point Bridge [index],Freeze Point Bridge °F,Freeze Point °F,Freezing Temp. Approach °F,Freezing Temperature Approach °F,Freezing Temperature °F,Friction Approach N/A,Friction Bridge N/A,Friction N/A,Gust Wind Direction °,Gust Wind Speed mph,Max Air Temperature °F,Min Air Temperature °F,Precipitation End Time timestamp,Precipitation Situation [logic],Precipitation Start Time timestamp,Precipitation Yes/No [logic],Rel. Humidity %,Road Condition # 3 [logic],Road Condition 1 [logic],Road Condition 2 [logic],Road Condition Approach [logic],Road Condition Bridge A [logic],Road Condition Bridge [logic],Road Condition [logic],Road Temp #3 °F,Road Temp Bridge °F,Road Temp. 1 °F,Road Temp. 2 °F,Road Temp. Approach °F,Road Temp. Bridge A °F,Road Temp. Bridge °F,Road Temperature Approach °F,Road Temperature Bridge °F,Saline Concentration %,Saline Concentration Approach %,Saline Concentration Bridge  %,Saline Concentration Bridge %,Saline Concentration Bridge [rate],Spot Wind Direction °,Sub Surface Temperature °F,SubSurface Temperature °F,Subsurface Temperature  °F,Subsurface Temperature 1 °F,Subsurface Temperature Approach °F,Surface Salinity #3 %,Surface Salinity 1 %,Surface Salinity 2 %,Surface Salinity Approach %,Surface Salinity Bridge %,Surface Salinity Bridge A %,Surface Temperature Approach °F,Surface Temperature °F,Visibility m,Water Film  Approach mil,Water Film  mil,Water Film Approach mil,Water Film Height Approach mil,Water Film Height Bridge mil,WaterFilm Height Bridge mil,Wet Bulb Temperature °F,Wind Speed mph,date_time
,63.32,90.00,16.11,31.28,,,,,,,,,,,,,,,97.00,21.47,64.22,35.60,,,,2.00,29.00,,,,3.00,,3.00,,,,,,93.74,,92.12,,,,,,,,73.00,54.14,,,,,,,,,,,,,,,,,,,,50.72,17.45,2016/04/14 19:30:00
,63.32,95.00,16.55,30.74,,,,,,,,,,,,,,,91.00,23.71,64.40,35.60,,,,2.00,29.00,,,,3.00,,3.00,,,,,,93.20,,93.20,,,,,,,,95.00,54.32,,,,,,,,,,,,,,,,,,,,50.54,13.42,2016/04/14 19:40:00
,63.86,75.00,19.01,31.28,,,,,,,,,,,,,,,75.00,26.40,64.40,35.60,,,,2.00,29.00,,,,3.00,,3.00,,,,,,92.84,,92.84,,,,,,,,87.00,54.32,,,,,,,,,,,,,,,,,,,,50.90,15.66,2016/04/14 19:50:00
,63.32,85.00,14.99,30.92,,,,,,,,,,,,,,,80.00,23.26,64.40,35.60,,,,2.00,29.00,,,,3.00,,3.00,,,,,,92.30,,92.48,,,,,,,,97.00,54.32,,,,,,,,,,,,,,,,,,,,50.54,12.97,2016/04/14 20:00:00
,63.86,90.00,17.45,32.00,,,,,,,,,,,,,,,80.00,23.26,64.40,35.60,,,,2.00,30.00,,,,3.00,,3.00,,,,,,92.48,,92.30,,,,,,,,83.00,54.32,,,,,,,,,,,,,,,,,,,,51.08,13.20,2016/04/14 20:10:00
,63.14,110.00,16.55,31.64,,,,,,,,,,,,,,,94.00,21.47,64.40,35.60,,,,2.00,30.00,,,,3.00,,3.00,,,,,,92.12,,91.40,,,,,,,,101.00,54.50,,,,,,,,,,,,,,,,,,,,50.54,15.43,2016/04/14 20:20:00
,63.32,90.00,15.43,32.36,,,,,,,,,,,,,,,92.00,23.26,64.40,35.60,,,,2.00,31.00,,,,3.00,,3.00,,,,,,91.58,,91.58,,,,,,,,78.00,54.50,,,,,,,,,,,,,,,,,,,,50.90,20.36,2016/04/14 20:30:00
,61.16,75.00,9.84,35.60,,,,,,,,,,,,,,,76.00,14.99,61.70,33.08,2016/04/11 15:18:47,,2016/04/11 15:16:45,2.00,38.00,,,,3.00,,3.00,,,,,,88.88,,83.84,,,,,,,,76.00,,50.72,,,,,,,,,,,,,,,,,,,50.18,14.99,2016/04/14 19:00:00
,61.70,95.00,12.97,36.32,,,,,,,,,,,,,,,66.00,17.67,61.88,33.08,2016/04/11 15:18:47,,2016/04/11 15:16:45,2.00,38.00,,,,3.00,,3.00,,,,,,89.24,,83.66,,,,,,,,89.00,,50.72,,,,,,,,,,,,,,,,,,,50.54,12.08,2016/04/14 19:10:00
,61.52,100.00,10.96,36.32,,,,,,,,,,,,,,,80.00,16.55,61.88,33.08,2016/04/11 15:18:47,,2016/04/11 15:16:45,2.00,38.00,,,,3.00,,3.00,,,,,,89.06,,84.02,,,,,,,,68.00,,50.72,,,,,,,,,,,,,,,,,,,50.54,12.75,2016/04/14 19:20:00
,62.24,90.00,12.30,35.96,,,,,,,,,,,,,,,69.00,19.69,62.42,33.08,2016/04/11 15:18:47,,2016/04/11 15:16:45,2.00,37.00,,,,3.00,,3.00,,,,,,88.70,,83.66,,,,,,,,83.00,,50.72,,,,,,,,,,,,,,,,,,,50.72,10.51,2016/04/14 19:30:00
,62.24,100.00,10.74,36.14,,,,,,,,,,,,,,,80.00,18.79,62.42,33.08,2016/04/11 15:18:47,,2016/04/11 15:16:45,2.00,37.00,,,,3.00,,3.00,,,,,,88.70,,84.20,,,,,,,,88.00,,50.72,,,,,,,,,,,,,,,,,,,50.90,14.09,2016/04/14 19:40:00
,63.14,110.00,9.84,36.50,,,,,,,,,,,,,,,76.00,15.88,63.14,33.08,2016/04/11 15:18:47,,2016/04/11 15:16:45,2.00,37.00,,,,3.00,,3.00,,,,,,88.16,,83.66,,,,,,,,121.00,,50.90,,,,,,,,,,,,,,,,,,,51.44,9.62,2016/04/14 19:50:00
,62.24,75.00,8.28,35.24,,,,,,,,,,,,,,,66.00,19.91,63.32,33.08,2016/04/11 15:18:47,,2016/04/11 15:16:45,2.00,36.00,,,,3.00,,3.00,,,,,,88.16,,83.48,,,,,,,,78.00,,50.90,,,,,,,,,,,,,,,,,,,50.54,6.26,2016/04/14 20:00:00
,62.42,85.00,12.97,35.06,,,,,,,,,,,,,,,84.00,19.91,63.32,33.08,2016/04/11 15:18:47,,2016/04/11 15:16:45,2.00,35.00,,,,3.00,,3.00,,,,,,87.08,,82.40,,,,,,,,88.00,,51.08,,,,,,,,,,,,,,,,,,,50.72,12.08,2016/04/14 20:10:00
,62.42,75.00,10.96,35.06,,,,,,,,,,,,,,,77.00,19.69,63.32,33.08,2016/04/11 15:18:47,,2016/04/11 15:16:45,2.00,35.00,,,,3.00,,3.00,,,,,,86.90,,82.58,,,,,,,,99.00,,51.08,,,,,,,,,,,,,,,,,,,50.72,11.18,2016/04/14 20:20:00
,62.60,80.00,12.08,34.88,,,,,,,,,,,,,,,64.00,17.22,63.32,33.08,2016/04/11 15:18:47,,2016/04/11 15:16:45,2.00,35.00,,,,3.00,,3.00,,,,,,86.36,,81.86,,,,,,,,66.00,,51.26,,,,,,,,,,,,,,,,,,,50.72,12.75,2016/04/14 20:30:00
,67.10,80.00,12.30,34.70,,,,,,,,,,,,,,,77.00,17.00,67.10,36.68,2016/04/11 23:16:07,,2016/04/11 23:15:19,2.00,30.00,,,,,,,,,,,,,,,,,,,,,,70.00,,,,,,,,,,,,,,,,,,,,,53.24,7.61,2016/04/14 19:00:00
,,,,,,,,,,,,,,,,,0.82,,,,,,,,,,,,,,,,,,,93.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,2016/04/14 19:01:00
,66.92,75.00,10.07,33.26,,,,,,,,,,,,,0.82,,103.00,16.78,67.46,36.68,2016/04/11 23:16:07,,2016/04/11 23:15:19,2.00,28.00,,,,,,,,,93.72,,,,,,,,,,,,,99.00,,,,,,,,,,,,,,,,,,,,0.00,53.06,8.72,2016/04/14 19:10:00
,67.10,110.00,11.41,32.90,,,,,,,,,,,,,,,105.00,17.22,67.46,36.68,2016/04/11 23:16:07,,2016/04/11 23:15:19,2.00,27.00,,,,,,,,,,,,,,,,,,,,,,113.00,,,,,,,,,,,,,,,,,,,,,53.06,7.61,2016/04/14 19:20:00
,,,,,,,,,,,,,,,,,0.82,,,,,,,,,,,,,,,,,,,93.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,2016/04/14 19:21:00
,67.64,85.00,9.40,33.44,,,,,,,,,,,,,,,78.00,16.55,67.64,36.68,2016/04/11 23:16:07,,2016/04/11 23:15:19,2.00,27.00,,,,,,,,,,,,,,,,,,,,,,81.00,,,,,,,,,,,,,,,,,,,,,53.42,9.17,2016/04/14 19:30:00
,,,,,,,,,,,,,,,,,0.82,,,,,,,,,,,,,,,,,,,93.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,2016/04/14 19:31:00
,67.82,75.00,9.84,33.26,,,,,,,,,,,,,,,75.00,15.88,67.82,36.68,2016/04/11 23:16:07,,2016/04/11 23:15:19,2.00,27.00,,,,,,,,,,,,,,,,,,,,,,75.00,,,,,,,,,,,,,,,,,,,,,53.60,15.88,2016/04/14 19:40:00
,,,,,,,,,,,,,,,,,0.82,,,,,,,,,,,,,,,,,,,92.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,2016/04/14 19:41:00
,67.82,90.00,11.63,33.26,,,,,,,,,,,,,,,87.00,16.55,68.00,36.68,2016/04/11 23:16:07,,2016/04/11 23:15:19,2.00,27.00,,,,,,,,,,,,,,,,,,,,,,83.00,,,,,,,,,,,,,,,,,,,,,53.60,11.86,2016/04/14 19:50:00
,,,,,,,,,,,,,,,,,0.82,,,,,,,,,,,,,,,,,,,92.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,2016/04/14 19:51:00
,67.64,100.00,11.63,32.36,,,,,,,,,,,,,,,84.00,17.67,68.00,36.68,2016/04/11 23:16:07,,2016/04/11 23:15:19,2.00,26.00,,,,,,,,,,,,,,,,,,,,,,103.00,,,,,,,,,,,,,,,,,,,,,53.24,11.63,2016/04/14 20:00:00
,,,,,,,,,,,,,,,,,0.82,,,,,,,,,,,,,,,,,,,91.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,2016/04/14 20:01:00
,68.36,85.00,9.40,33.08,,,,,,,,,,,,,,,93.00,16.33,68.36,36.68,2016/04/11 23:16:07,,2016/04/11 23:15:19,2.00,26.00,,,,,,,,,,,,,,,,,,,,,,91.00,,,,,,,,,,,,,,,,,,,,,53.78,10.96,2016/04/14 20:10:00
,,,,,,,,,,,,,,,,,0.82,,,,,,,,,,,,,,,,,,,91.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,2016/04/14 20:11:00
,68.00,60.00,8.28,32.72,,,,,,,,,,,,,,,85.00,15.43,68.36,36.68,2016/04/11 23:16:07,,2016/04/11 23:15:19,2.00,26.00,,,,,,,,,,,,,,,,,,,,,,88.00,,,,,,,,,,,,,,,,,,,,,53.60,10.74,2016/04/14 20:20:00
,,,,,,,,,,,,,,,,,0.82,,,,,,,,,,,,,,,,,,,91.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,2016/04/14 20:21:00
,67.82,85.00,9.84,32.54,,,,,,,,,,,,,,,75.00,16.55,68.36,36.68,2016/04/11 23:16:07,,2016/04/11 23:15:19,2.00,26.00,,,,,,,,,,,,,,,,,,,,,,90.00,,,,,,,,,,,,,,,,,,,,,53.42,12.08,2016/04/14 20:30:00
,59.72,115.00,9.17,25.34,,,,,,,,,,,,,,,115.00,12.30,60.80,34.34,2016/04/10 06:17:51,,2016/04/10 05:50:52,2.00,26.00,,,,35.00,,,,,,,,,,,,,,,,,,91.00,,,,,5.04,,,,,,,5.05,,,0.00,,,,,,47.84,9.17,2016/04/14 19:01:00
,61.34,145.00,7.61,26.78,,,,,,,,,,,,,,,94.00,11.41,61.34,34.34,,,,,,,,,35.00,,,,,,,,,,,,,,,,,,103.00,,,,,5.04,,,,,,,5.05,,,0.00,,,,,,48.92,7.16,2016/04/14 19:10:00
,,,,,,,,,,,,,,,,,,,,,,,2016/04/10 06:17:51,,2016/04/10 05:50:52,2.00,26.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016/04/14 19:11:00
,60.44,130.00,8.72,26.60,,,,,,,,,,,,,,,112.00,13.42,61.34,34.34,2016/04/10 06:17:51,,2016/04/10 05:50:52,2.00,27.00,,,,35.00,,,,,,,,,,,,,,,,,,139.00,,,,,5.04,,,,,,,5.05,,,0.00,,,,,,48.38,7.38,2016/04/14 19:21:00
,60.44,100.00,7.61,28.22,,,,,,,,,,,,,,,100.00,13.42,61.34,34.34,2016/04/10 06:17:51,,2016/04/10 05:50:52,2.00,29.00,,,,35.00,,,,,,,,,,,,,,,,,,120.00,,,,,5.04,,,,,,,5.05,,,0.00,,,,,,48.56,7.83,2016/04/14 19:31:00
,61.52,120.00,8.95,28.22,,,,,,,,,,,,,,,128.00,14.99,62.60,34.34,2016/04/10 06:17:51,,2016/04/10 05:50:52,2.00,28.00,,,,35.00,,,,,,,,,,,,,,,,,,131.00,,,,,5.04,,,,,,,5.05,,,0.00,,,,,,49.10,5.59,2016/04/14 19:41:00
,61.88,110.00,9.40,29.84,,,,,,,,,,,,,,,136.00,14.76,62.60,34.34,2016/04/10 06:17:51,,2016/04/10 05:50:52,2.00,29.00,,,,35.00,,,,,,,,,,,,,,,,,,138.00,,,,,5.04,,,,,,,5.05,,,0.00,,,,,,49.46,13.65,2016/04/14 19:50:00
,60.98,90.00,8.72,29.66,,,,,,,,,,,,,,,131.00,14.09,62.60,34.34,2016/04/10 06:17:51,,2016/04/10 05:50:52,2.00,30.00,,,,35.00,,,,,,,,,,,,,,,,,,70.00,,,,,5.04,,,,,,,5.05,,,0.00,,,,,,49.10,8.50,2016/04/14 20:01:00
,62.42,125.00,6.26,30.38,,,,,,,,,,,,,,,139.00,11.18,62.60,34.34,2016/04/10 06:17:51,,2016/04/10 05:50:52,2.00,29.00,,,,35.00,,,,,,,,,,,,,,,,,,139.00,,,,,5.04,,,,,,,5.05,,,0.00,,,,,,50.00,10.07,2016/04/14 20:11:00
,62.60,125.00,4.47,29.84,,,,,,,,,,,,,,,137.00,14.54,62.96,34.34,2016/04/10 06:17:51,,2016/04/10 05:50:52,2.00,28.00,,,,,,,,,,,,,,,,,,,,,,133.00,,,,,,,,,,,,,,,,,,,,,50.00,5.59,2016/04/14 20:21:00
,63.86,95.00,12.08,31.82,,,,,,,,,,,,,,,104.00,16.55,63.86,35.60,2016/04/12 09:06:56,3.00,2016/04/12 08:36:03,2.00,30.00,,,,,,,,,,,,,,,,,,,,,,113.00,,,,,,,,,,,,,,2000.00,,,,,,,48.74,10.51,2016/04/14 19:00:00
,,,,,,,,,,,,,,,,0.82,0.82,,,,,,,,,,,,,,10.00,,10.00,,,,,,93.93,,88.87,,,,,,,,,,,53.01,,,,,,,,,,,,,,0.00,,,0.00,,,2016/04/14 19:01:00
,63.68,130.00,8.95,28.04,,,,,,,,,,,,0.82,0.82,,139.00,15.66,64.22,35.60,2016/04/12 09:06:56,3.00,2016/04/12 08:36:03,2.00,25.00,,,,10.00,,10.00,,,,,,93.66,,88.93,,,,,,,,114.00,,,53.06,,,,,,,,,,,2000.00,,,0.13,,,0.00,47.48,6.49,2016/04/14 19:10:00
,64.58,115.00,6.26,30.20,,,,,,,,,,,,,,,114.00,13.65,64.58,35.60,2016/04/12 09:06:56,3.00,2016/04/12 08:36:03,2.00,27.00,,,,,,,,,,,,,,,,,,,,,,85.00,,,,,,,,,,,,,,2000.00,,,,,,,48.56,5.59,2016/04/14 19:20:00
,,,,,,,,,,,,,,,,0.82,0.82,,,,,,,,,,,,,,10.00,,10.00,,,,,,93.86,,89.32,,,,,,,,,,,53.13,,,,,,,,,,,,,,0.07,,,0.20,,,2016/04/14 19:21:00
,64.22,105.00,11.18,27.50,,,,,,,,,,,,,,,106.00,19.91,64.76,35.60,2016/04/12 09:06:56,3.00,2016/04/12 08:36:03,2.00,25.00,,,,,,,,,,,,,,,,,,,,,,123.00,,,,,,,,,,,,,,2000.00,,,,,,,47.66,11.18,2016/04/14 19:30:00
,,,,,,,,,,,,,,,,0.82,0.82,,,,,,,,,,,,,,10.00,,10.00,,,,,,93.64,,89.32,,,,,,,,,,,53.20,,,,,,,,,,,,,,0.07,,,0.00,,,2016/04/14 19:31:00
,64.22,120.00,10.74,30.02,,,,,,,,,,,,,,,124.00,19.01,64.76,35.60,2016/04/12 09:06:56,3.00,2016/04/12 08:36:03,2.00,27.00,,,,,,,,,,,,,,,,,,,,,,116.00,,,,,,,,,,,,,,2000.00,,,,,,,48.38,10.29,2016/04/14 19:40:00
,,,,,,,,,,,,,,,,0.82,0.82,,,,,,,,,,,,,,10.00,,10.00,,,,,,93.22,,89.24,,,,,,,,,,,53.27,,,,,,,,,,,,,,0.00,,,0.13,,,2016/04/14 19:41:00
,64.22,125.00,11.18,31.10,,,,,,,,,,,,,,,124.00,16.55,64.94,35.60,2016/04/12 09:06:56,3.00,2016/04/12 08:36:03,2.00,28.00,,,,,,,,,,,,,,,,,,,,,,117.00,,,,,,,,,,,,,,2000.00,,,,,,,48.74,7.38,2016/04/14 19:50:00
,,,,,,,,,,,,,,,,0.82,0.82,,,,,,,,,,,,,,10.00,,10.00,,,,,,92.72,,89.21,,,,,,,,,,,53.35,,,,,,,,,,,,,,0.07,,,0.00,,,2016/04/14 19:51:00
,64.58,100.00,10.29,31.82,,,,,,,,,,,,,,,117.00,18.34,64.94,35.60,2016/04/12 09:06:56,3.00,2016/04/12 08:36:03,2.00,29.00,,,,,,,,,,,,,,,,,,,,,,117.00,,,,,,,,,,,,,,2000.00,,,,,,,49.10,13.87,2016/04/14 20:00:00
,,,,,,,,,,,,,,,,0.82,0.82,,,,,,,,,,,,,,10.00,,10.00,,,,,,92.52,,88.89,,,,,,,,,,,53.42,,,,,,,,,,,,,,0.07,,,0.07,,,2016/04/14 20:01:00
,64.58,120.00,8.28,34.52,,,,,,,,,,,,,,,131.00,15.88,64.94,35.60,2016/04/12 09:06:56,3.00,2016/04/12 08:36:03,2.00,32.00,,,,,,,,,,,,,,,,,,,,,,132.00,,,,,,,,,,,,,,2000.00,,,,,,,49.82,8.50,2016/04/14 20:10:00
,,,,,,,,,,,,,,,,0.82,0.82,,,,,,,,,,,,,,10.00,,10.00,,,,,,92.34,,88.88,,,,,,,,,,,53.50,,,,,,,,,,,,,,0.07,,,0.00,,,2016/04/14 20:11:00
,64.94,110.00,10.29,32.90,,,,,,,,,,,,,,,105.00,15.21,65.12,35.60,2016/04/12 09:06:56,3.00,2016/04/12 08:36:03,2.00,30.00,,,,,,,,,,,,,,,,,,,,,,112.00,,,,,,,,,,,,,,2000.00,,,,,,,49.46,9.40,2016/04/14 20:20:00
,,,,,,,,,,,,,,,,0.82,0.82,,,,,,,,,,,,,,10.00,,10.00,,,,,,91.85,,88.67,,,,,,,,,,,53.58,,,,,,,,,,,,,,0.07,,,0.00,,,2016/04/14 20:21:00
,64.76,130.00,7.83,32.54,,,,,,,,,,,,,,,118.00,14.76,65.12,35.60,2016/04/12 09:06:56,3.00,2016/04/12 08:36:03,2.00,29.00,,,,,,,,,,,,,,,,,,,,,,177.00,,,,,,,,,,,,,,2000.00,,,,,,,49.28,5.14,2016/04/14 20:30:00
,64.40,85.00,8.05,29.30,,,,,,,,,,,,,,,97.00,11.63,65.12,38.66,2016/04/14 08:16:04,,2016/04/14 08:14:41,2.00,26.00,3.00,,,3.00,,3.00,,89.42,,,,102.20,,93.02,,,,,,,,98.00,,60.44,,,,,,,,,,,,,,,,,,,51.08,7.16,2016/04/14 19:00:00
,65.66,75.00,6.49,30.38,,,,,,,,,,,,,,,69.00,9.40,65.84,38.66,2016/04/14 08:16:04,,2016/04/14 08:14:41,2.00,26.00,3.00,,,3.00,,3.00,,89.60,,,,102.74,,92.66,,,,,,,,68.00,,60.98,,,,,,,,,,,,,,,,,,,51.98,6.71,2016/04/14 19:10:00
,64.94,90.00,9.40,28.76,,,,,,,,,,,,,,,86.00,13.42,66.38,38.66,2016/04/14 08:16:04,,2016/04/14 08:14:41,2.00,25.00,3.00,,,3.00,,3.00,,89.24,,,,102.74,,92.48,,,,,,,,93.00,,61.34,,,,,,,,,,,,,,,,,,,51.44,5.59,2016/04/14 19:20:00
,66.02,130.00,5.59,29.30,,,,,,,,,,,,,,,86.00,10.29,66.38,38.66,2016/04/14 08:16:04,,2016/04/14 08:14:41,2.00,25.00,3.00,,,3.00,,3.00,,89.24,,,,102.74,,91.22,,,,,,,,129.00,,61.70,,,,,,,,,,,,,,,,,,,52.16,2.91,2016/04/14 19:30:00
,64.94,85.00,6.04,28.04,,,,,,,,,,,,,,,89.00,13.20,66.56,38.66,2016/04/14 08:16:04,,2016/04/14 08:14:41,2.00,24.00,3.00,,,3.00,,3.00,,89.24,,,,102.02,,91.94,,,,,,,,87.00,,62.06,,,,,,,,,,,,,,,,,,,51.26,6.93,2016/04/14 19:40:00
,65.66,85.00,8.28,29.30,,,,,,,,,,,,,,,85.00,13.65,66.56,38.66,2016/04/14 08:16:04,,2016/04/14 08:14:41,2.00,25.00,3.00,,,3.00,,3.00,,88.34,,,,101.84,,91.94,,,,,,,,83.00,,62.60,,,,,,,,,,,,,,,,,,,51.98,6.49,2016/04/14 19:50:00
,65.84,95.00,7.16,29.48,,,,,,,,,,,,,,,78.00,11.18,66.56,38.66,2016/04/14 08:16:04,,2016/04/14 08:14:41,2.00,25.00,3.00,,,3.00,,3.00,,88.52,,,,101.66,,91.58,,,,,,,,82.00,,62.78,,,,,,,,,,,,,,,,,,,51.98,6.04,2016/04/14 20:00:00
,65.66,95.00,5.82,29.30,,,,,,,,,,,,,,,65.00,12.08,66.56,38.66,2016/04/14 08:16:04,,2016/04/14 08:14:41,2.00,25.00,3.00,,,3.00,,3.00,,87.98,,,,100.58,,90.86,,,,,,,,139.00,,63.14,,,,,,,,,,,,,,,,,,,51.80,6.71,2016/04/14 20:10:00
,65.30,95.00,8.28,28.94,,,,,,,,,,,,,,,85.00,11.63,66.56,38.66,2016/04/14 08:16:04,,2016/04/14 08:14:41,2.00,25.00,3.00,,,3.00,,3.00,,86.90,,,,99.50,,90.50,,,,,,,,102.00,,63.68,,,,,,,,,,,,,,,,,,,51.62,5.59,2016/04/14 20:20:00
,65.66,100.00,6.04,29.30,,,,,,,,,,,,,,,93.00,12.30,66.56,38.66,2016/04/14 08:16:04,,2016/04/14 08:14:41,2.00,25.00,3.00,,,3.00,,3.00,,86.36,,,,98.78,,89.78,,,,,,,,74.00,,63.86,,,,,,,,,,,,,,,,,,,51.98,4.70,2016/04/14 20:30:00
,60.98,50.00,7.83,26.60,,,,,,,,,,,,,,,56.00,12.75,62.06,37.94,,,,2.00,26.00,,,,3.00,,3.00,,,,,,91.58,,90.14,,,,,,,,39.00,54.32,,,,,,,,,,,,,,,,,,,,48.74,6.49,2016/04/14 19:00:00
,62.06,25.00,6.26,27.68,,,,,,,,,,,,,,,1.00,11.63,62.42,37.94,,,,2.00,27.00,,,,3.00,,3.00,,,,,,91.94,,90.50,,,,,,,,354.00,54.32,,,,,,,,,,,,,,,,,,,,49.46,5.14,2016/04/14 19:10:00
,61.88,100.00,6.49,28.58,,,,,,,,,,,,,,,40.00,12.53,62.60,37.94,,,,2.00,28.00,,,,3.00,,3.00,,,,,,91.58,,90.14,,,,,,,,70.00,54.50,,,,,,,,,,,,,,,,,,,,49.46,6.26,2016/04/14 19:20:00
,61.70,80.00,5.37,27.86,,,,,,,,,,,,,,,63.00,15.43,62.60,37.94,,,,2.00,27.00,,,,3.00,,3.00,,,,,,91.58,,90.14,,,,,,,,86.00,54.68,,,,,,,,,,,,,,,,,,,,49.28,4.03,2016/04/14 19:30:00
,62.78,45.00,8.72,28.58,,,,,,,,,,,,,,,58.00,14.32,63.14,37.94,,,,2.00,26.00,,,,3.00,,3.00,,,,,,91.76,,90.50,,,,,,,,37.00,54.86,,,,,,,,,,,,,,,,,,,,50.00,10.29,2016/04/14 19:40:00
,62.96,40.00,8.05,26.96,,,,,,,,,,,,,,,69.00,12.53,63.14,37.94,,,,2.00,25.00,,,,3.00,,3.00,,,,,,91.94,,90.32,,,,,,,,45.00,55.04,,,,,,,,,,,,,,,,,,,,50.00,6.26,2016/04/14 19:50:00
,62.78,35.00,8.28,27.32,,,,,,,,,,,,,,,56.00,15.66,63.32,37.94,,,,2.00,25.00,,,,3.00,,3.00,,,,,,91.40,,89.78,,,,,,,,54.00,55.22,,,,,,,,,,,,,,,,,,,,49.82,14.09,2016/04/14 20:00:00
,63.32,45.00,6.71,27.86,,,,,,,,,,,,,,,41.00,14.99,63.32,37.94,,,,2.00,25.00,,,,3.00,,3.00,,,,,,91.04,,89.60,,,,,,,,34.00,55.40,,,,,,,,,,,,,,,,,,,,50.36,7.61,2016/04/14 20:10:00
,62.78,75.00,8.95,27.50,,,,,,,,,,,,,,,63.00,16.33,63.68,37.94,,,,2.00,25.00,,,,3.00,,3.00,,,,,,90.68,,89.60,,,,,,,,29.00,55.58,,,,,,,,,,,,,,,,,,,,50.00,8.72,2016/04/14 20:20:00
,63.50,85.00,7.16,28.94,,,,,,,,,,,,,,,70.00,17.00,63.68,37.94,,,,2.00,27.00,,,,3.00,,3.00,,,,,,90.32,,88.70,,,,,,,,104.00,55.76,,,,,,,,,,,,,,,,,,,,50.54,7.38,2016/04/14 20:30:00
,64.94,100.00,6.71,28.94,,,,,,,,,,,,,,,110.00,13.42,64.94,37.40,2016/04/11 12:41:03,,2016/04/11 12:39:05,2.00,25.00,,3.00,3.00,,,,,,,88.34,93.20,,,,,,,,,,,104.00,,,,,,,,,,,,,,,,,,,,,51.44,9.40,2016/04/14 19:00:00
,,,,,,,,,,,,,,,,0.82,,,,,,,,,,,,,,,10.00,,20.00,,,,,,85.71,,87.29,,,,,,,,,,,,48.53,,,,,,,,,,,,,0.00,,,0.26,,,2016/04/14 19:01:00
,64.22,95.00,6.71,28.58,,,,,,,,,,,,0.82,,,110.00,12.30,64.94,37.40,2016/04/11 12:41:03,,2016/04/11 12:39:05,2.00,26.00,,3.00,3.00,10.00,,20.00,,,,88.34,92.66,85.80,,87.52,,,,,,,,98.00,,,,48.54,,,,,,,,,,,,,0.00,,,0.23,50.90,5.82,2016/04/14 19:10:00
,65.12,110.00,10.51,29.84,,,,,,,,,,,,,,,111.00,13.42,65.48,37.40,2016/04/11 12:41:03,,2016/04/11 12:39:05,2.00,26.00,,3.00,3.00,,,,,,,88.34,92.48,,,,,,,,,,,113.00,,,,,,,,,,,,,,,,,,,,,51.62,7.83,2016/04/14 19:20:00
,,,,,,,,,,,,,,,,0.82,,,,,,,,,,,,,,,10.00,,20.00,,,,,,85.74,,87.47,,,,,,,,,,,,48.55,,,,,,,,,,,,,0.00,,,0.26,,,2016/04/14 19:21:00
,64.40,120.00,10.29,29.12,,,,,,,,,,,,,,,135.00,13.42,65.66,37.40,2016/04/11 12:41:03,,2016/04/11 12:39:05,2.00,26.00,,3.00,3.00,,,,,,,88.34,92.66,,,,,,,,,,,125.00,,,,,,,,,,,,,,,,,,,,,51.08,9.17,2016/04/14 19:30:00
,,,,,,,,,,,,,,,,0.82,,,,,,,,,,,,,,,10.00,,20.00,,,,,,85.70,,87.57,,,,,,,,,,,,48.55,,,,,,,,,,,,,0.00,,,0.23,,,2016/04/14 19:31:00
,64.40,115.00,11.63,28.04,,,,,,,,,,,,,,,94.00,16.11,65.66,37.40,2016/04/11 12:41:03,,2016/04/11 12:39:05,2.00,25.00,,3.00,3.00,,,,,,,87.98,92.48,,,,,,,,,,,105.00,,,,,,,,,,,,,,,,,,,,,51.08,7.83,2016/04/14 19:40:00
